NCBI_ID	RefSeq_biosample	Organism	GenomeID	RefSeq_assembly_accession	RefSeq_bioproject	RefSeq_ftp_path	# assembly_accession	bioproject	ftp_path
1121303	SAMN02743992	Clostridium cellobioparum DSM 1351 = ATCC 15832	31581	GCF_000621505.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/505/GCF_000621505.1_ASM62150v1	GCA_000621505.1	PRJNA223036	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/505/GCA_000621505.1_ASM62150v1
1121315	SAMN02440434	Clostridium glycolicum ATCC 14880 = DSM 1288	14311	GCF_000373865.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/865/GCF_000373865.1_ASM37386v1	GCA_000373865.1	PRJNA169799	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/865/GCA_000373865.1_ASM37386v1
1121315	SAMN02440708	Clostridium glycolicum ATCC 14880 = DSM 1288	14311	GCF_000439105.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/105/GCF_000439105.1_ASM43910v1	GCA_000439105.1	PRJNA185566	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/105/GCA_000439105.1_ASM43910v1
1121333	SAMN02743355	Clostridium saccharogumia DSM 17460	31920	GCF_000686665.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/665/GCF_000686665.1_ASM68666v1	GCA_000686665.1	PRJNA234878	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/665/GCA_000686665.1_ASM68666v1
1121334	SAMN02441299	Clostridium sporosphaeroides DSM 1294	17926	GCF_000383295.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/295/GCF_000383295.1_ASM38329v1	GCA_000383295.1	PRJNA185239	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/383/295/GCA_000383295.1_ASM38329v1
1121342	SAMN02440870	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	14538	GCF_000429805.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/805/GCF_000429805.1_ASM42980v1	GCA_000429805.1	PRJNA185567	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/805/GCA_000429805.1_ASM42980v1
1121342	SAMN02470572	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	14538	GCF_000359585.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/585/GCF_000359585.1_ATCC25755	GCA_000359585.1	PRJNA194074	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/585/GCA_000359585.1_ATCC25755
1121342	SAMN02471386	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	14538	GCF_000392375.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/375/GCF_000392375.2_ASM39237v2	GCA_000392375.2	PRJNA198486	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/375/GCA_000392375.2_ASM39237v2
1121344	SAMN02743968	Clostridium viride DSM 6836	31567	GCF_000620945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/620/945/GCF_000620945.1_ASM62094v1	GCA_000620945.1	PRJNA220996	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/620/945/GCA_000620945.1_ASM62094v1
1121367	SAMN02441734	Corynebacterium propinquum DSM 44285	14367	GCF_000375525.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/525/GCF_000375525.1_ASM37552v1	GCA_000375525.1	PRJNA169811	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/525/GCA_000375525.1_ASM37552v1
1121445	SAMN02440572	Desulfovibrio desulfuricans subsp. desulfuricans DSM 642	15717	GCF_000420465.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/465/GCF_000420465.1_ASM42046v1	GCA_000420465.1	PRJNA185532	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/465/GCA_000420465.1_ASM42046v1
1121864	SAMN00779860	Enterococcus cecorum DSM 20682 = ATCC 43198	12497	GCF_000492155.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/155/GCF_000492155.1_Ente_ceco_ATCC43198_V2	GCA_000492155.1	PRJNA82533	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/492/155/GCA_000492155.1_Ente_ceco_ATCC43198_V2
1121864	SAMN02256445	Enterococcus cecorum DSM 20682 = ATCC 43198	12497	GCF_000379745.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/745/GCF_000379745.1_ASM37974v1	GCA_000379745.1	PRJNA165387	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/745/GCA_000379745.1_ASM37974v1
1121864	SAMN02596960	Enterococcus cecorum DSM 20682 = ATCC 43198	12497	GCF_000407565.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/565/GCF_000407565.1_Ente_ceco_ATCC43198_V1	GCA_000407565.1	PRJNA191885	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/565/GCA_000407565.1_Ente_ceco_ATCC43198_V1
1121864	SAMN03267168	Enterococcus cecorum DSM 20682 = ATCC 43198	12497	GCF_001885885.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/885/GCF_001885885.1_ASM188588v1	GCA_001885885.1	PRJNA270385	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/885/GCA_001885885.1_ASM188588v1
1122237	SAMN02440649	Microbacterium gubbeenense  DSM 15944	15902	GCF_000422745.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/745/GCF_000422745.1_ASM42274v1	GCA_000422745.1	PRJNA185602	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/745/GCA_000422745.1_ASM42274v1
1122603	SAMN02440574	Nevskia ramosa DSM 11499	16143	GCF_000420645.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/645/GCF_000420645.1_ASM42064v1	GCA_000420645.1	PRJNA185605	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/645/GCA_000420645.1_ASM42064v1
1122917	SAMN02440993	Paenibacillus daejeonensis DSM 15491	15592	GCF_000378385.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/385/GCF_000378385.1_ASM37838v1	GCA_000378385.1	PRJNA182395	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/385/GCA_000378385.1_ASM37838v1
1122931	SAMN02440889	Parabacteroides gordonii DSM 23371	14445	GCF_000428565.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/428/565/GCF_000428565.1_ASM42856v1	GCA_000428565.1	PRJNA182431	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/565/GCA_000428565.1_ASM42856v1
1122949	SAMN02441667	Peptoniphilus lacrimalis DSM 7455	1959	GCF_000378725.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/725/GCF_000378725.1_ASM37872v1	GCA_000378725.1	PRJNA182433	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/725/GCA_000378725.1_ASM37872v1
1122975	SAMN02256491	Porphyromonas somerae DSM 23386	14244	GCF_000372405.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/405/GCF_000372405.1_ASM37240v1	GCA_000372405.1	PRJNA165425	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/372/405/GCA_000372405.1_ASM37240v1
1122976	SAMD00011592	Porphyromonas uenonis DSM 23387	1956	GCF_000613705.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/705/GCF_000613705.1_ASM61370v1	GCA_000613705.1	PRJDB580	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/705/GCA_000613705.1_ASM61370v1
1122976	SAMN02440769	Porphyromonas uenonis DSM 23387	1956	GCF_000482365.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/365/GCF_000482365.1_ASM48236v1	GCA_000482365.1	PRJNA200603	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/482/365/GCA_000482365.1_ASM48236v1
1122978	SAMD00012690	Prevotella albensis DSM 11370	17344	GCF_000613525.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/525/GCF_000613525.1_ASM61352v1	GCA_000613525.1	PRJDB569	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/525/GCA_000613525.1_ASM61352v1
1122978	SAMN02440641	Prevotella albensis DSM 11370	17344	GCF_000426565.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/565/GCF_000426565.1_ASM42656v1	GCA_000426565.1	PRJNA195800	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/565/GCA_000426565.1_ASM42656v1
1122981	SAMD00015865	Prevotella corporis DSM 18810	16548	GCF_000613365.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/365/GCF_000613365.1_ASM61336v1	GCA_000613365.1	PRJDB559	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/365/GCA_000613365.1_ASM61336v1
1122981	SAMN02441145	Prevotella corporis DSM 18810	16548	GCF_000430525.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/525/GCF_000430525.1_ASM43052v1	GCA_000430525.1	PRJNA188808	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/525/GCA_000430525.1_ASM43052v1
1122982	SAMD00003335	Prevotella denticola DSM20614	2916	GCF_000613585.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/585/GCF_000613585.1_ASM61358v1	GCA_000613585.1	PRJDB574	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/585/GCA_000613585.1_ASM61358v1
1122982	SAMN02440901	Prevotella denticola DSM20614	2916	GCF_000421205.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/205/GCF_000421205.1_ASM42120v1	GCA_000421205.1	PRJNA195802	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/205/GCA_000421205.1_ASM42120v1
1122984	SAMN02440707	Prevotella intermedia ATCC 25611 = DSM 20706	11044	GCF_000439065.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/065/GCF_000439065.1_ASM43906v1	GCA_000439065.1	PRJNA185645	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/065/GCA_000439065.1_ASM43906v1
1122984	SAMN02584920	Prevotella intermedia ATCC 25611 = DSM 20706	11044	GCF_000519165.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/165/GCF_000519165.1_ASM51916v1	GCA_000519165.1	PRJNA169798	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/519/165/GCA_000519165.1_ASM51916v1
1122984	SAMN04529094	Prevotella intermedia ATCC 25611 = DSM 20706	11044	GCF_001953955.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/955/GCF_001953955.1_ASM195395v1	GCA_001953955.1	PRJNA313956	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/955/GCA_001953955.1_ASM195395v1
1122985	SAMD00006080	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	15554	GCF_000613485.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/485/GCF_000613485.1_ASM61348v1	GCA_000613485.1	PRJDB567	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/485/GCA_000613485.1_ASM61348v1
1122985	SAMN02441341	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	15554	GCF_000378085.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/085/GCF_000378085.1_ASM37808v1	GCA_000378085.1	PRJNA181369	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/085/GCA_000378085.1_ASM37808v1
1122985	SAMN02840639	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	15554	GCF_000698925.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/925/GCF_000698925.1_ASM69892v1	GCA_000698925.1	PRJNA198894	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/925/GCA_000698925.1_ASM69892v1
1122988	SAMD00015843	Prevotella nanceiensis DSM 19126	14245	GCF_000613985.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/985/GCF_000613985.1_ASM61398v1	GCA_000613985.1	PRJDB594	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/985/GCA_000613985.1_ASM61398v1
1122988	SAMN02256415	Prevotella nanceiensis DSM 19126	14245	GCF_000379965.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/965/GCF_000379965.1_ASM37996v1	GCA_000379965.1	PRJNA165427	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/965/GCA_000379965.1_ASM37996v1
1122991	SAMD00012546	Prevotella shahii JCM 12083	31521	GCF_000613445.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/445/GCF_000613445.1_ASM61344v1	GCA_000613445.1	PRJDB565	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/445/GCA_000613445.1_ASM61344v1
1122991	SAMN02745169	Prevotella shahii JCM 12083	31521	GCF_003201715.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/715/GCF_003201715.1_ASM320171v1	GCA_003201715.1	PRJNA245696	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/715/GCA_003201715.1_ASM320171v1
1122992	SAMD00009486	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	2391	GCF_000614005.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/614/005/GCF_000614005.1_ASM61400v1	GCA_000614005.1	PRJDB595	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/614/005/GCA_000614005.1_ASM61400v1
1122992	SAMEA2272439	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	2391	GCF_000455445.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/445/GCF_000455445.1_4401737	GCA_000455445.1	PRJEB81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/445/GCA_000455445.1_4401737
1122992	SAMN02440805	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	2391	GCF_000430565.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/565/GCF_000430565.1_ASM43056v1	GCA_000430565.1	PRJNA188813	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/565/GCA_000430565.1_ASM43056v1
1122993	SAMD00011136	Prevotella veroralis DSM 19559	2264	GCF_000613325.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/613/325/GCF_000613325.1_ASM61332v1	GCA_000613325.1	PRJDB555	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/325/GCA_000613325.1_ASM61332v1
1122993	SAMN02441351	Prevotella veroralis DSM 19559	2264	GCF_000377625.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/625/GCF_000377625.1_ASM37762v1	GCA_000377625.1	PRJNA178044	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/625/GCA_000377625.1_ASM37762v1
1122997	SAMN02441538	Propionibacterium jensenii DSM 20535	15363	GCF_000425285.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/285/GCF_000425285.1_ASM42528v1	GCA_000425285.1	PRJNA188883	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/285/GCA_000425285.1_ASM42528v1
1123075	SAMN02441541	Ruminococcus gauvreauii DSM 19829	16613	GCF_000425525.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/525/GCF_000425525.1_ASM42552v1	GCA_000425525.1	PRJNA188897	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/525/GCA_000425525.1_ASM42552v1
1123253	SAMN02441209	Silanimonas lenta DSM 16282	16064	GCF_000429065.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/065/GCF_000429065.1_ASM42906v1	GCA_000429065.1	PRJNA185367	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/065/GCA_000429065.1_ASM42906v1
1123263	SAMN02441153	Solobacterium moorei DSM 22971	2602	GCF_000425005.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/005/GCF_000425005.1_ASM42500v1	GCA_000425005.1	PRJNA188328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/005/GCA_000425005.1_ASM42500v1
1123313	SAMN02440905	Streptococcus pleomorphus DSM 20574	24495	GCF_000420345.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/345/GCF_000420345.1_ASM42034v1	GCA_000420345.1	PRJNA185372	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/345/GCA_000420345.1_ASM42034v1
1123318	SAMN02256409	Streptococcus thoraltensis DSM 12221	14255	GCF_000380145.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/145/GCF_000380145.1_ASM38014v1	GCA_000380145.1	PRJNA165451	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/145/GCA_000380145.1_ASM38014v1
1123488	SAMN02440916	Varibaculum cambriense DSM 15806	15611	GCF_000420065.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/065/GCF_000420065.1_ASM42006v1	GCA_000420065.1	PRJNA182444	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/065/GCA_000420065.1_ASM42006v1
1124991	SAMN02603113	Morganella morganii subsp. morganii KT	10874	GCF_000286435.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/435/GCF_000286435.2_ASM28643v2	GCA_000286435.2	PRJNA78681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/435/GCA_000286435.2_ASM28643v2
1125712	SAMN00792224	Olsenella profusa F019501	11479	GCF_000468755.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/755/GCF_000468755.1_OprofF0195v1.0	GCA_000468755.1	PRJNA78893	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/755/GCA_000468755.1_OprofF0195v1.0
1125724	SAMN00792226	Rothia aeria F0474	12163	GCF_000258205.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/205/GCF_000258205.1_RaeriaF0474v1.0	GCA_000258205.1	PRJNA78909	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/205/GCA_000258205.1_RaeriaF0474v1.0
1127131	SAMEA2272020	Weissella confusa LBAE C39-2	12183	GCF_000239955.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/955/GCF_000239955.1_ASM23995v2	GCA_000239955.2	PRJEA78999	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/955/GCA_000239955.2_ASM23995v2
1130798	SAMEA3393057	Lactobacillus mucosae LM1	12267	GCF_001040725.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/040/725/GCF_001040725.1_Lactobacillus_mucosae	GCA_001040725.1	PRJEB9398	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/040/725/GCA_001040725.1_Lactobacillus_mucosae
1130798	SAMN02470226	Lactobacillus mucosae LM1	12267	GCF_000248095.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/095/GCF_000248095.2_ASM24809v3	GCA_000248095.3	PRJNA80653	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/095/GCA_000248095.3_ASM24809v3
1133568	SAMN02602981	Brachyspira pilosicoli B2904	2885	GCF_000296575.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/575/GCF_000296575.1_ASM29657v1	GCA_000296575.1	PRJNA80999	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/575/GCA_000296575.1_ASM29657v1
1136177	SAMN02469614	Lactobacillus pentosus KCA1	10742	GCF_000271445.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/445/GCF_000271445.1_KCA1_v9	GCA_000271445.1	PRJNA81575	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/445/GCA_000271445.1_KCA1_v9
1139219	SAMN02596962	Enterococcus dispar ATCC 51266	12496	GCF_000406945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/945/GCF_000406945.1_Ente_disp_ATCC51266_V1	GCA_000406945.1	PRJNA82531	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/945/GCA_000406945.1_Ente_disp_ATCC51266_V1
1139219	SAMN02596962	Enterococcus dispar ATCC 51266	12496	GCF_000406945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/945/GCF_000406945.1_Ente_disp_ATCC51266_V1	GCA_000407585.1	PRJNA191887	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/585/GCA_000407585.1_Ente_disp_ATCC51266_V2
1139219	SAMN02596962	Enterococcus dispar ATCC 51266	12496	GCF_000407585.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/585/GCF_000407585.1_Ente_disp_ATCC51266_V2	GCA_000406945.1	PRJNA82531	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/945/GCA_000406945.1_Ente_disp_ATCC51266_V1
1139219	SAMN02596962	Enterococcus dispar ATCC 51266	12496	GCF_000407585.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/585/GCF_000407585.1_Ente_disp_ATCC51266_V2	GCA_000407585.1	PRJNA191887	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/585/GCA_000407585.1_Ente_disp_ATCC51266_V2
1140001	SAMN02596963	Enterococcus durans ATCC 6056	11519	GCF_000406985.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/985/GCF_000406985.1_Ente_dura_ATCC6056_V1	GCA_000406985.1	PRJNA82537	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/985/GCA_000406985.1_Ente_dura_ATCC6056_V1
1140001	SAMN02596963	Enterococcus durans ATCC 6056	11519	GCF_000406985.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/985/GCF_000406985.1_Ente_dura_ATCC6056_V1	GCA_000407265.1	PRJNA191889	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/265/GCA_000407265.1_Ente_dura_ATCC6056_V2
1140001	SAMN02596963	Enterococcus durans ATCC 6056	11519	GCF_000407265.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/265/GCF_000407265.1_Ente_dura_ATCC6056_V2	GCA_000406985.1	PRJNA82537	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/985/GCA_000406985.1_Ente_dura_ATCC6056_V1
1140001	SAMN02596963	Enterococcus durans ATCC 6056	11519	GCF_000407265.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/265/GCF_000407265.1_Ente_dura_ATCC6056_V2	GCA_000407265.1	PRJNA191889	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/265/GCA_000407265.1_Ente_dura_ATCC6056_V2
1140002	SAMN02596897	Enterococcus avium ATCC 14025	12498	GCF_000406965.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/965/GCF_000406965.1_Ente_aviu_ATCC14025_V1	GCA_000406965.1	PRJNA82539	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/965/GCA_000406965.1_Ente_aviu_ATCC14025_V1
1140002	SAMN02596897	Enterococcus avium ATCC 14025	12498	GCF_000406965.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/965/GCF_000406965.1_Ente_aviu_ATCC14025_V1	GCA_000407245.1	PRJNA191888	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/245/GCA_000407245.1_Ente_aviu_ATCC14025_V2
1140002	SAMN02596897	Enterococcus avium ATCC 14025	12498	GCF_000407245.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/245/GCF_000407245.1_Ente_aviu_ATCC14025_V2	GCA_000406965.1	PRJNA82539	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/965/GCA_000406965.1_Ente_aviu_ATCC14025_V1
1140002	SAMN02596897	Enterococcus avium ATCC 14025	12498	GCF_000407245.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/245/GCF_000407245.1_Ente_aviu_ATCC14025_V2	GCA_000407245.1	PRJNA191888	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/245/GCA_000407245.1_Ente_aviu_ATCC14025_V2
1144300	SAMN02471359	Lactobacillus gastricus PS3	12517	GCF_000247775.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/775/GCF_000247775.1_ASM24777v2	GCA_000247775.2	PRJNA82791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/775/GCA_000247775.2_ASM24777v2
1150460	SAMD00061044	Bifidobacterium kashiwanohense DSM 21854	24091	GCF_001042615.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/615/GCF_001042615.1_ASM104261v1	GCA_001042615.1	PRJDB60	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/615/GCA_001042615.1_ASM104261v1
